kind,mode,seed,method,sources,success,cleared,virtual_time_s,distance_m,measure_calls,switches,failed_clear,solver_failures,optical_fallbacks,opportunistic_measure_count,opportunistic_direction_count,opportunistic_no_signal_count,legs_selected,clear_ready_count,wall_s
uniform,4,99074,G25OR-S21,11,True,11,6540.093511518559,25025.467557592805,248,240,0,0,0,0,0,0,0,0,0.06401753425598145
uniform,4,99074,G21A,11,True,11,6643.199350575362,25865.996752876807,239,220,0,0,0,11,10,1,7,0,0.29103517532348633
uniform,4,99075,G25OR-S21,11,True,11,6718.1452400839,25680.726200419496,256,247,0,0,0,0,0,0,0,0,0.08284473419189453
uniform,4,99075,G21A,11,True,11,7373.510132460139,28872.550662300695,262,234,0,0,0,11,8,3,7,0,0.3019440174102783
uniform,4,99076,G25OR-S21,14,True,14,7396.7608470477935,29283.804235238964,247,235,0,0,0,0,0,0,0,0,0.09334087371826172
uniform,4,99076,G21A,14,True,14,7550.667565198654,30283.33782599326,243,209,0,0,0,13,9,4,8,0,0.4005393981933594
uniform,4,99077,G25OR-S21,14,True,14,7310.832567585468,29394.162837927328,229,217,0,0,0,0,0,0,0,0,0.08827495574951172
uniform,4,99077,G21A,14,True,14,7762.516600621592,31552.583003107968,237,197,0,0,0,12,9,3,8,0,0.2887401580810547
uniform,4,99078,G25OR-S21,10,True,10,6541.03572561627,24310.17862808134,273,264,0,0,0,0,0,0,0,0,0.06295371055603027
uniform,4,99078,G21A,10,True,10,6919.797825613188,26213.98912806595,274,257,0,0,0,10,9,1,8,0,0.3107936382293701
uniform,4,99079,G25OR-S21,14,True,14,6887.399420259551,27096.99710129775,235,223,0,0,0,0,0,0,0,0,0.08934473991394043
uniform,4,99079,G21A,14,True,14,7799.324943388513,31781.62471694257,233,208,0,0,0,13,12,1,9,0,0.3683793544769287
uniform,4,99080,G25OR-S21,16,True,16,4944.314778489348,19921.573892446748,148,140,0,0,0,0,0,0,0,0,0.08712649345397949
uniform,4,99080,G21A,16,True,16,5124.377595292054,20781.887976460275,151,133,0,0,0,15,13,2,8,0,0.45109009742736816
uniform,4,99081,G25OR-S21,16,True,16,5554.845582208338,22834.22791104168,153,143,0,0,0,0,0,0,0,0,0.10355925559997559
uniform,4,99081,G21A,16,True,16,5579.337491461752,23211.68745730875,146,127,0,0,0,15,14,1,7,0,0.44309473037719727
uniform,4,99082,G25OR-S21,10,True,10,7535.586454699357,28487.932273496786,299,293,0,0,0,0,0,0,0,0,0.05984663963317871
uniform,4,99082,G21A,10,True,10,7437.378259480614,28211.891297403065,294,275,0,0,0,10,7,3,8,0,0.25502705574035645
uniform,4,99083,G25OR-S21,10,True,10,6512.28579888496,24371.42899442481,266,258,0,0,0,0,0,0,0,0,0.06553316116333008
uniform,4,99083,G21A,10,True,10,7034.674685060272,27218.373425301354,260,241,0,0,0,10,10,0,7,0,0.2404494285583496
uniform,4,99084,G25OR-S21,13,True,13,6587.620712513926,26338.10356256963,210,205,0,0,0,0,0,0,0,0,0.08966445922851562
uniform,4,99084,G21A,13,True,13,7321.313835985965,30146.569179929826,208,187,0,0,0,13,10,3,8,0,0.35755443572998047
uniform,4,99085,G25OR-S21,14,True,14,7085.863693052238,28369.318465261196,225,217,0,0,0,0,0,0,0,0,0.11201977729797363
uniform,4,99085,G21A,14,True,14,7372.983601617214,29949.91800808607,222,203,0,0,0,14,12,2,9,0,0.41620898246765137
uniform,4,99086,G25OR-S21,14,True,14,6305.0089797583605,25095.04489879181,204,196,0,0,0,0,0,0,0,0,0.08894824981689453
uniform,4,99086,G21A,14,True,14,6775.956503577132,27919.782517885662,190,172,0,0,0,13,12,1,6,1,0.4375483989715576
uniform,4,99087,G25OR-S21,15,True,15,6971.2282703024375,27806.14135151219,224,215,0,0,0,0,0,0,0,0,0.10169434547424316
uniform,4,99087,G21A,15,True,15,7177.2122688477275,29201.06134423862,214,192,0,0,0,14,12,2,10,1,0.4426114559173584
uniform,4,99088,G25OR-S21,11,True,11,6619.609017471012,25128.045087355054,259,244,0,0,0,0,0,0,0,0,0.07645630836486816
uniform,4,99088,G21A,11,True,11,6759.663153436465,26188.315767182317,249,222,0,0,0,11,9,2,6,1,0.3182718753814697
uniform,4,99089,G25OR-S21,16,True,16,6351.522635128389,25907.61317564193,185,165,0,0,0,0,0,0,0,0,0.10117435455322266
uniform,4,99089,G21A,16,True,16,6656.630421512844,27703.15210756422,179,141,0,0,0,13,11,2,7,0,0.4201960563659668
uniform,4,99090,G25OR-S21,14,True,14,6636.499415191112,25757.497075955558,237,230,0,0,0,0,0,0,0,0,0.09386777877807617
uniform,4,99090,G21A,14,True,14,7142.878428570446,28639.392142852215,229,200,0,0,0,12,9,3,6,0,0.47083544731140137
uniform,4,99091,G25OR-S21,10,True,10,7061.5600117765625,25977.800058882807,305,291,0,0,0,0,0,0,0,0,0.06850075721740723
uniform,4,99091,G21A,10,True,10,7697.939724094516,29469.698620472584,298,264,0,0,0,9,6,3,7,0,0.2547013759613037
uniform,4,99092,G25OR-S21,16,True,16,6943.1796883659945,28040.89844182995,212,195,0,0,0,0,0,0,0,0,0.08828425407409668
uniform,4,99092,G21A,16,True,16,7064.329041512552,28971.645207562764,203,175,0,0,0,13,11,2,8,0,0.393707275390625
uniform,4,99093,G25OR-S21,14,True,14,6633.15950474055,25760.797523702768,237,226,0,0,0,0,0,0,0,0,0.09586858749389648
uniform,4,99093,G21A,14,True,14,7666.1871644134435,31085.935822067215,234,209,0,0,0,13,10,3,9,0,0.37489962577819824
uniform,4,99094,G25OR-S21,13,True,13,6546.251566921922,25656.257834609605,226,220,0,0,0,0,0,0,0,0,0.09336638450622559
uniform,4,99094,G21A,13,True,13,6929.534950477508,28022.674752387527,213,195,0,0,0,13,13,0,8,0,0.4068014621734619
uniform,4,99095,G25OR-S21,10,True,10,6802.212821825063,25426.06410912532,279,272,0,0,0,0,0,0,0,0,0.07018589973449707
uniform,4,99095,G21A,10,True,10,7127.77611023193,27223.880551159637,276,253,0,0,0,10,8,2,8,0,0.2933781147003174
uniform,4,99096,G25OR-S21,12,True,12,6671.439944689044,25957.19972344522,238,230,0,0,0,0,0,0,0,0,0.08809971809387207
uniform,4,99096,G21A,12,True,12,6745.400349370666,26792.001746853333,224,207,0,0,0,12,11,1,9,0,0.3125162124633789
uniform,4,99097,G25OR-S21,12,True,12,7247.032837928311,27555.164189641553,282,266,0,0,0,0,0,0,0,0,0.08067750930786133
uniform,4,99097,G21A,12,True,12,7829.793982337898,30708.969911689484,277,243,0,0,0,11,9,2,7,0,0.331296443939209
uniform,4,99098,G25OR-S21,11,True,11,6944.926330898543,26434.631654492714,268,263,0,0,0,0,0,0,0,0,0.08886146545410156
uniform,4,99098,G21A,11,True,11,7387.1331451923315,28940.665725961648,261,239,0,0,0,9,9,0,8,0,0.3295450210571289
uniform,4,99099,G25OR-S21,13,True,13,7048.784833876509,27303.924169382542,256,243,0,0,0,0,0,0,0,0,0.0833885669708252
uniform,4,99099,G21A,13,True,13,7595.632615785119,30423.16307892559,246,216,0,0,0,11,9,2,7,0,0.34740543365478516
edge,4,99000,G25OR-S21,10,True,10,8811.509249107214,31622.546245536112,417,352,0,0,0,0,0,0,0,0,0.05731463432312012
edge,4,99000,G21A,10,True,10,8796.813171177859,31579.065855889334,416,351,0,0,0,2,2,0,2,0,0.12337493896484375
